strategy,season,matchday,points,baseline_points,changes,expected_cost,added_draws,games,better,equal,worse
baseline,2024,2,13,13,0,0.0,0.0,9,False,True,False
baseline,2024,3,18,18,0,0.0,0.0,9,False,True,False
baseline,2024,4,14,14,0,0.0,0.0,9,False,True,False
baseline,2024,5,10,10,0,0.0,0.0,9,False,True,False
baseline,2024,6,12,12,0,0.0,0.0,9,False,True,False
baseline,2024,7,19,19,0,0.0,0.0,9,False,True,False
baseline,2024,8,6,6,0,0.0,0.0,9,False,True,False
baseline,2024,9,10,10,0,0.0,0.0,9,False,True,False
baseline,2024,10,8,8,0,0.0,0.0,9,False,True,False
baseline,2024,11,23,23,0,0.0,0.0,9,False,True,False
baseline,2024,12,14,14,0,0.0,0.0,9,False,True,False
baseline,2024,13,18,18,0,0.0,0.0,9,False,True,False
baseline,2024,14,13,13,0,0.0,0.0,9,False,True,False
baseline,2024,15,10,10,0,0.0,0.0,9,False,True,False
baseline,2024,16,20,20,0,0.0,0.0,9,False,True,False
baseline,2024,17,17,17,0,0.0,0.0,9,False,True,False
baseline,2024,18,14,14,0,0.0,0.0,9,False,True,False
baseline,2024,19,12,12,0,0.0,0.0,9,False,True,False
baseline,2024,20,16,16,0,0.0,0.0,9,False,True,False
baseline,2024,21,7,7,0,0.0,0.0,9,False,True,False
baseline,2024,22,6,6,0,0.0,0.0,9,False,True,False
baseline,2024,23,11,11,0,0.0,0.0,9,False,True,False
baseline,2024,24,15,15,0,0.0,0.0,9,False,True,False
baseline,2024,25,0,0,0,0.0,0.0,9,False,True,False
baseline,2024,26,16,16,0,0.0,0.0,9,False,True,False
baseline,2024,27,12,12,0,0.0,0.0,9,False,True,False
baseline,2024,28,15,15,0,0.0,0.0,9,False,True,False
baseline,2024,29,8,8,0,0.0,0.0,9,False,True,False
baseline,2024,30,11,11,0,0.0,0.0,9,False,True,False
baseline,2024,31,11,11,0,0.0,0.0,9,False,True,False
baseline,2024,32,6,6,0,0.0,0.0,9,False,True,False
baseline,2024,33,13,13,0,0.0,0.0,9,False,True,False
baseline,2024,34,4,4,0,0.0,0.0,9,False,True,False
baseline,2025,1,6,6,0,0.0,0.0,9,False,True,False
baseline,2025,2,13,13,0,0.0,0.0,9,False,True,False
baseline,2025,3,9,9,0,0.0,0.0,9,False,True,False
baseline,2025,4,14,14,0,0.0,0.0,9,False,True,False
baseline,2025,5,13,13,0,0.0,0.0,9,False,True,False
baseline,2025,6,13,13,0,0.0,0.0,9,False,True,False
baseline,2025,7,15,15,0,0.0,0.0,9,False,True,False
baseline,2025,8,20,20,0,0.0,0.0,9,False,True,False
baseline,2025,9,12,12,0,0.0,0.0,9,False,True,False
baseline,2025,10,17,17,0,0.0,0.0,9,False,True,False
baseline,2025,11,15,15,0,0.0,0.0,9,False,True,False
baseline,2025,12,11,11,0,0.0,0.0,9,False,True,False
baseline,2025,13,11,11,0,0.0,0.0,9,False,True,False
baseline,2025,14,14,14,0,0.0,0.0,9,False,True,False
baseline,2025,15,4,4,0,0.0,0.0,9,False,True,False
baseline,2025,16,10,10,0,0.0,0.0,9,False,True,False
baseline,2025,17,21,21,0,0.0,0.0,9,False,True,False
baseline,2025,18,11,11,0,0.0,0.0,9,False,True,False
baseline,2025,19,21,21,0,0.0,0.0,9,False,True,False
baseline,2025,20,15,15,0,0.0,0.0,9,False,True,False
baseline,2025,21,17,17,0,0.0,0.0,9,False,True,False
baseline,2025,22,19,19,0,0.0,0.0,9,False,True,False
baseline,2025,23,6,6,0,0.0,0.0,9,False,True,False
baseline,2025,24,19,19,0,0.0,0.0,9,False,True,False
baseline,2025,25,13,13,0,0.0,0.0,9,False,True,False
baseline,2025,26,11,11,0,0.0,0.0,9,False,True,False
baseline,2025,27,12,12,0,0.0,0.0,9,False,True,False
baseline,2025,28,8,8,0,0.0,0.0,9,False,True,False
baseline,2025,29,9,9,0,0.0,0.0,9,False,True,False
baseline,2025,30,15,15,0,0.0,0.0,9,False,True,False
baseline,2025,31,16,16,0,0.0,0.0,9,False,True,False
baseline,2025,32,2,2,0,0.0,0.0,9,False,True,False
baseline,2025,33,15,15,0,0.0,0.0,9,False,True,False
baseline,2025,34,6,6,0,0.0,0.0,9,False,True,False
hybrid_120,2011,1,12,10,1,0.6651603477376308,0.0,9,True,False,False
hybrid_120,2011,2,11,8,2,0.9598972556103309,0.0,9,True,False,False
hybrid_120,2011,3,10,8,2,0.33093927911001586,0.0,9,True,False,False
hybrid_120,2011,4,6,13,2,0.9220646112986911,0.0,9,False,False,True
hybrid_120,2011,5,12,14,1,0.6279294512628943,0.0,9,False,False,True
hybrid_120,2011,6,13,10,1,0.1093820804322776,0.0,9,True,False,False
hybrid_120,2011,7,15,18,1,0.7001247819790917,0.0,9,False,False,True
hybrid_120,2011,8,14,11,1,0.0368236730471736,0.0,9,True,False,False
hybrid_120,2011,9,6,11,2,0.5312417544883844,0.0,9,False,False,True
hybrid_120,2011,10,6,10,2,0.6157084333080252,0.0,9,False,False,True
hybrid_120,2011,11,13,15,2,0.741235756062118,0.0,9,False,False,True
hybrid_120,2011,12,7,9,2,0.15269753726974544,0.0,9,False,False,True
hybrid_120,2011,13,8,12,2,0.3957350180681086,0.0,9,False,False,True
hybrid_120,2011,14,8,10,2,0.45575817719175515,0.0,9,False,False,True
hybrid_120,2011,15,8,8,0,0.0,0.0,9,False,True,False
hybrid_120,2011,16,8,11,1,0.11691791831485154,0.0,9,False,False,True
hybrid_120,2011,17,10,10,0,0.0,0.0,9,False,True,False
hybrid_120,2011,18,13,16,2,0.8550045929101096,0.0,9,False,False,True
hybrid_120,2011,19,19,14,2,0.18876321689981923,1.0,9,True,False,False
hybrid_120,2011,20,2,2,0,0.0,0.0,9,False,True,False
hybrid_120,2011,21,15,18,1,0.2871005752177752,0.0,9,False,False,True
hybrid_120,2011,22,13,16,1,0.8512303340147385,0.0,9,False,False,True
hybrid_120,2011,23,11,13,1,0.5777467268980412,0.0,9,False,False,True
hybrid_120,2011,24,5,6,2,0.6958491473738483,0.0,9,False,False,True
hybrid_120,2011,25,11,13,1,0.5125122548640866,0.0,9,False,False,True
hybrid_120,2011,26,12,8,1,0.23237285304097954,0.0,9,True,False,False
hybrid_120,2011,27,16,16,0,0.0,0.0,9,False,True,False
hybrid_120,2011,28,9,7,2,0.2644736431301591,1.0,9,True,False,False
hybrid_120,2011,29,8,11,1,0.12087473640860391,1.0,9,False,False,True
hybrid_120,2011,30,16,13,2,0.5523175785005293,0.0,9,True,False,False
hybrid_120,2011,31,7,12,2,0.4247231772893604,1.0,9,False,False,True
hybrid_120,2011,32,6,6,1,0.8961084056226929,1.0,9,False,True,False
hybrid_120,2011,33,13,13,2,0.8826636688018377,1.0,9,False,True,False
hybrid_120,2011,34,17,16,2,0.7230224454212162,0.0,9,True,False,False
hybrid_120,2012,1,11,7,1,0.46729644248996927,0.0,9,True,False,False
hybrid_120,2012,2,14,8,2,0.8581418557407248,1.0,9,True,False,False
hybrid_120,2012,3,13,15,1,0.7923163961244469,0.0,9,False,False,True
hybrid_120,2012,4,7,6,2,0.599354444666323,0.0,9,True,False,False
hybrid_120,2012,5,8,8,1,0.47344662683040784,1.0,9,False,True,False
hybrid_120,2012,6,16,13,1,0.9121931723112096,1.0,9,True,False,False
hybrid_120,2012,7,14,18,2,0.990346218070414,0.0,9,False,False,True
hybrid_120,2012,8,6,6,2,0.617548614305839,0.0,9,False,True,False
hybrid_120,2012,9,8,12,2,0.36847847277520607,0.0,9,False,False,True
hybrid_120,2012,10,11,15,1,0.49681677147361325,0.0,9,False,False,True
hybrid_120,2012,11,15,13,1,0.1264883126120565,0.0,9,True,False,False
hybrid_120,2012,12,8,12,1,0.1411274954430305,1.0,9,False,False,True
hybrid_120,2012,13,11,11,2,0.4627408460157564,1.0,9,False,True,False
hybrid_120,2012,14,13,11,2,0.5274752803554646,1.0,9,True,False,False
hybrid_120,2012,15,16,12,2,0.43585874298673233,1.0,9,True,False,False
hybrid_120,2012,16,14,16,1,0.7449776699941848,0.0,9,False,False,True
hybrid_120,2012,17,11,6,2,0.5945206020165095,1.0,9,True,False,False
hybrid_120,2012,18,17,13,2,0.3585735179308819,1.0,9,True,False,False
hybrid_120,2012,19,18,20,1,0.13831552277828463,1.0,9,False,False,True
hybrid_120,2012,20,8,14,2,0.7251630469695161,0.0,9,False,False,True
hybrid_120,2012,21,8,12,2,0.17633082456430882,1.0,9,False,False,True
hybrid_120,2012,22,16,17,2,0.9051914450266144,1.0,9,False,False,True
hybrid_120,2012,23,15,11,1,0.1964639080569165,1.0,9,True,False,False
hybrid_120,2012,24,13,9,1,0.03504046163352825,1.0,9,True,False,False
hybrid_120,2012,25,2,2,1,0.11226609005745192,1.0,9,False,True,False
hybrid_120,2012,26,9,9,2,0.9081315644924627,0.0,9,False,True,False
hybrid_120,2012,27,10,15,2,0.7771502009976695,1.0,9,False,False,True
hybrid_120,2012,28,14,14,2,0.6190741515844421,0.0,9,False,True,False
hybrid_120,2012,29,8,10,2,0.27301548520890506,1.0,9,False,False,True
hybrid_120,2012,30,17,19,2,0.5535237875750365,1.0,9,False,False,True
hybrid_120,2012,31,18,18,2,0.9080534501117855,0.0,9,False,True,False
hybrid_120,2012,32,9,9,1,0.3291712281353596,0.0,9,False,True,False
hybrid_120,2012,33,7,7,2,0.6075125914097732,1.0,9,False,True,False
hybrid_120,2012,34,16,17,2,0.4890408367988265,1.0,9,False,False,True
hybrid_120,2013,1,12,15,2,0.6583630097890798,0.0,9,False,False,True
hybrid_120,2013,2,10,12,1,0.7766868523257697,0.0,9,False,False,True
hybrid_120,2013,3,21,17,2,0.8730265642144356,0.0,9,True,False,False
hybrid_120,2013,4,12,14,1,0.14380579195098886,0.0,9,False,False,True
hybrid_120,2013,5,15,18,2,0.6990656394873225,0.0,9,False,False,True
hybrid_120,2013,6,13,13,0,0.0,0.0,9,False,True,False
hybrid_120,2013,7,10,10,2,0.6776820178658941,0.0,9,False,True,False
hybrid_120,2013,8,2,2,0,0.0,0.0,9,False,True,False
hybrid_120,2013,9,13,13,2,0.7279737834299596,0.0,9,False,True,False
hybrid_120,2013,10,12,14,1,0.03745804832654298,0.0,9,False,False,True
hybrid_120,2013,11,9,10,2,0.5952398930243568,0.0,9,False,False,True
hybrid_120,2013,12,15,14,2,0.5783744787584728,0.0,9,True,False,False
hybrid_120,2013,13,15,9,2,0.6415773899816289,0.0,9,True,False,False
hybrid_120,2013,14,14,14,0,0.0,0.0,9,False,True,False
hybrid_120,2013,15,16,12,2,0.5259118101481588,0.0,9,True,False,False
hybrid_120,2013,16,9,11,1,0.9568870234573646,1.0,9,False,False,True
hybrid_120,2013,17,2,6,2,0.3629127010116997,0.0,9,False,False,True
hybrid_120,2013,18,4,10,2,0.2676160720658708,0.0,9,False,False,True
hybrid_120,2013,19,16,18,1,0.47104435870441685,0.0,9,False,False,True
hybrid_120,2013,20,14,14,2,0.9935984964643569,0.0,9,False,True,False
hybrid_120,2013,21,6,10,2,0.6818805031506681,0.0,9,False,False,True
hybrid_120,2013,22,13,9,1,0.009981307589194577,0.0,9,True,False,False
hybrid_120,2013,23,8,10,1,0.005003578367707817,0.0,9,False,False,True
hybrid_120,2013,24,7,7,0,0.0,0.0,9,False,True,False
hybrid_120,2013,25,9,5,1,0.28412444103901857,0.0,9,True,False,False
hybrid_120,2013,26,13,16,2,0.901498577698015,0.0,9,False,False,True
hybrid_120,2013,27,7,11,2,0.5198593628283948,0.0,9,False,False,True
hybrid_120,2013,28,16,16,0,0.0,0.0,9,False,True,False
hybrid_120,2013,29,10,12,2,0.9583818425037598,0.0,9,False,False,True
hybrid_120,2013,30,17,17,0,0.0,0.0,9,False,True,False
hybrid_120,2013,31,11,11,0,0.0,0.0,9,False,True,False
hybrid_120,2013,32,7,9,2,0.46720718365852176,1.0,9,False,False,True
hybrid_120,2013,33,20,18,1,0.5196762150789793,0.0,9,True,False,False
hybrid_120,2013,34,21,23,1,0.7110440346430034,0.0,9,False,False,True
hybrid_120,2014,1,8,11,2,0.5991950359648152,0.0,9,False,False,True
hybrid_120,2014,2,5,5,0,0.0,0.0,9,False,True,False
hybrid_120,2014,3,11,9,2,0.5812693781684083,1.0,9,True,False,False
hybrid_120,2014,4,7,2,2,0.2776513086876977,1.0,9,True,False,False
hybrid_120,2014,5,10,14,2,0.4216098751154713,1.0,9,False,False,True
hybrid_120,2014,6,17,16,2,0.9017259228804442,0.0,9,True,False,False
hybrid_120,2014,7,8,15,2,0.4442137919396134,1.0,9,False,False,True
hybrid_120,2014,8,15,15,2,0.7875280416888281,1.0,9,False,True,False
hybrid_120,2014,9,12,15,1,0.8892106279073865,0.0,9,False,False,True
hybrid_120,2014,10,15,13,2,0.5389856991833977,1.0,9,True,False,False
hybrid_120,2014,11,9,11,1,0.9526179668412357,0.0,9,False,False,True
hybrid_120,2014,12,8,6,2,0.8207456040811759,0.0,9,True,False,False
hybrid_120,2014,13,14,16,1,0.4059144336855758,0.0,9,False,False,True
hybrid_120,2014,14,17,18,2,0.9435846707219752,0.0,9,False,False,True
hybrid_120,2014,15,2,5,1,0.6988046838005423,0.0,9,False,False,True
hybrid_120,2014,16,11,13,2,0.820065095928547,0.0,9,False,False,True
hybrid_120,2014,17,11,9,2,0.8019545577843963,0.0,9,True,False,False
hybrid_120,2014,18,14,12,1,0.3870670898948776,0.0,9,True,False,False
hybrid_120,2014,19,8,8,1,0.9654283759375609,1.0,9,False,True,False
hybrid_120,2014,20,12,11,2,0.3404499034259959,0.0,9,True,False,False
hybrid_120,2014,21,18,18,2,0.5427544709272245,0.0,9,False,True,False
hybrid_120,2014,22,9,9,2,0.6782611331962617,0.0,9,False,True,False
hybrid_120,2014,23,16,18,1,0.92050875896648,1.0,9,False,False,True
hybrid_120,2014,24,9,9,1,0.059614262530058304,0.0,9,False,True,False
hybrid_120,2014,25,12,15,1,0.03390663774027414,0.0,9,False,False,True
hybrid_120,2014,26,3,8,2,0.40860951585726824,0.0,9,False,False,True
hybrid_120,2014,27,11,9,1,0.03487292441146872,0.0,9,True,False,False
hybrid_120,2014,28,14,15,2,0.5777225286383277,0.0,9,False,False,True
hybrid_120,2014,29,20,20,0,0.0,0.0,9,False,True,False
hybrid_120,2014,30,9,12,2,0.10937192036583743,0.0,9,False,False,True
hybrid_120,2014,31,6,11,2,0.9451048473437285,1.0,9,False,False,True
hybrid_120,2014,32,10,10,2,0.7251443609117536,0.0,9,False,True,False
hybrid_120,2014,33,16,16,1,0.6035071019009977,0.0,9,False,True,False
hybrid_120,2014,34,14,20,2,0.9530668178234026,0.0,9,False,False,True
hybrid_120,2015,1,10,14,2,0.8217806882414055,1.0,9,False,False,True
hybrid_120,2015,2,7,7,1,0.723202307853694,0.0,9,False,True,False
hybrid_120,2015,3,14,12,2,0.825272217931689,0.0,9,True,False,False
hybrid_120,2015,4,9,12,1,0.7228689430739978,0.0,9,False,False,True
hybrid_120,2015,5,17,14,2,0.17004715197533116,0.0,9,True,False,False
hybrid_120,2015,6,9,13,2,0.9261571357140487,0.0,9,False,False,True
hybrid_120,2015,7,13,8,2,0.9503860901783482,1.0,9,True,False,False
hybrid_120,2015,8,4,9,2,0.45098124930337846,1.0,9,False,False,True
hybrid_120,2015,9,15,13,1,0.8966914665556008,0.0,9,True,False,False
hybrid_120,2015,10,9,12,1,0.8600233361995396,0.0,9,False,False,True
hybrid_120,2015,11,13,6,2,0.6621000253860464,1.0,9,True,False,False
hybrid_120,2015,12,5,5,2,0.45820335744338103,0.0,9,False,True,False
hybrid_120,2015,13,13,15,2,0.9062650131712747,1.0,9,False,False,True
hybrid_120,2015,14,10,12,1,0.045521570810452605,1.0,9,False,False,True
hybrid_120,2015,15,5,6,2,0.9992516076715281,1.0,9,False,False,True
hybrid_120,2015,16,11,13,1,0.5973337731804171,0.0,9,False,False,True
hybrid_120,2015,17,14,18,1,0.6207942276103522,1.0,9,False,False,True
hybrid_120,2015,18,6,8,1,0.9756910259835858,0.0,9,False,False,True
hybrid_120,2015,19,13,15,2,0.4767487401587618,0.0,9,False,False,True
hybrid_120,2015,20,4,9,2,0.25063606441761377,1.0,9,False,False,True
hybrid_120,2015,21,14,13,2,0.6648870071084424,0.0,9,True,False,False
hybrid_120,2015,22,13,19,2,0.5858955083322968,0.0,9,False,False,True
hybrid_120,2015,23,12,5,2,0.7129064692301419,1.0,9,True,False,False
hybrid_120,2015,24,18,15,1,0.04741344852394924,1.0,9,True,False,False
hybrid_120,2015,25,4,8,2,0.653243085469598,1.0,9,False,False,True
hybrid_120,2015,26,12,14,1,0.3112475319384713,1.0,9,False,False,True
hybrid_120,2015,27,18,16,2,0.5425262896358044,0.0,9,True,False,False
hybrid_120,2015,28,14,14,1,0.34289918071011827,0.0,9,False,True,False
hybrid_120,2015,29,5,5,0,0.0,0.0,9,False,True,False
hybrid_120,2015,30,15,18,1,0.20376272054208233,0.0,9,False,False,True
hybrid_120,2015,31,15,17,1,0.7081950555697202,0.0,9,False,False,True
hybrid_120,2015,32,12,12,0,0.0,0.0,9,False,True,False
hybrid_120,2015,33,9,7,2,0.6795125717768937,0.0,9,True,False,False
hybrid_120,2015,34,12,14,1,0.3585007681032619,0.0,9,False,False,True
hybrid_120,2016,1,10,16,2,0.5683926039441983,0.0,9,False,False,True
hybrid_120,2016,2,8,4,1,0.2546513415639743,0.0,9,True,False,False
hybrid_120,2016,3,11,11,1,0.20754013067763033,0.0,9,False,True,False
hybrid_120,2016,4,13,11,2,0.6944113752410077,1.0,9,True,False,False
hybrid_120,2016,5,15,14,2,0.2236840441571598,0.0,9,True,False,False
hybrid_120,2016,6,11,10,2,0.9379079599293821,0.0,9,True,False,False
hybrid_120,2016,7,14,10,2,0.5341573651135259,0.0,9,True,False,False
hybrid_120,2016,8,17,15,2,0.9005449870206423,1.0,9,True,False,False
hybrid_120,2016,9,18,16,1,0.24464910908542548,0.0,9,True,False,False
hybrid_120,2016,10,12,10,2,0.569635635160004,0.0,9,True,False,False
hybrid_120,2016,11,12,13,2,0.6014593914893719,0.0,9,False,False,True
hybrid_120,2016,12,9,9,1,0.4730012341813711,0.0,9,False,True,False
hybrid_120,2016,13,19,16,2,0.5475582098403002,0.0,9,True,False,False
hybrid_120,2016,14,9,13,1,0.34239793236197824,0.0,9,False,False,True
hybrid_120,2016,15,6,6,2,0.14228146471388625,0.0,9,False,True,False
hybrid_120,2016,16,6,6,1,0.10050613196969738,0.0,9,False,True,False
hybrid_120,2016,17,19,19,0,0.0,0.0,9,False,True,False
hybrid_120,2016,18,11,11,1,0.551860149364583,1.0,9,False,True,False
hybrid_120,2016,19,18,20,1,0.7880279589321162,0.0,9,False,False,True
hybrid_120,2016,20,11,15,2,0.16666730937915497,0.0,9,False,False,True
hybrid_120,2016,21,4,6,1,0.3032277346224932,0.0,9,False,False,True
hybrid_120,2016,22,8,8,1,0.49866354403991164,0.0,9,False,True,False
hybrid_120,2016,23,10,14,1,0.19671926272187878,0.0,9,False,False,True
hybrid_120,2016,24,4,4,2,0.27130136885619793,0.0,9,False,True,False
hybrid_120,2016,25,15,15,0,0.0,0.0,9,False,True,False
hybrid_120,2016,26,7,10,2,0.9102487385693351,0.0,9,False,False,True
hybrid_120,2016,27,17,15,1,0.24350868337754417,0.0,9,True,False,False
hybrid_120,2016,28,15,15,2,0.5736089759468022,0.0,9,False,True,False
hybrid_120,2016,29,11,17,2,0.8845004074207665,0.0,9,False,False,True
hybrid_120,2016,30,15,9,2,0.7577386165341891,0.0,9,True,False,False
hybrid_120,2016,31,14,10,1,0.40852793926876574,0.0,9,True,False,False
hybrid_120,2016,32,11,11,0,0.0,0.0,9,False,True,False
hybrid_120,2016,33,7,9,2,0.6567083285765364,0.0,9,False,False,True
hybrid_120,2016,34,10,10,0,0.0,0.0,9,False,True,False
hybrid_120,2017,1,16,18,1,0.5299037412519729,0.0,9,False,False,True
hybrid_120,2017,2,13,13,1,0.440452358660397,0.0,9,False,True,False
hybrid_120,2017,3,6,6,1,0.7964881856838588,0.0,9,False,True,False
hybrid_120,2017,4,14,15,2,0.8610984686670732,0.0,9,False,False,True
hybrid_120,2017,5,9,13,2,0.6421197592707538,0.0,9,False,False,True
hybrid_120,2017,6,12,12,0,0.0,0.0,9,False,True,False
hybrid_120,2017,7,10,16,2,0.5778542746324671,1.0,9,False,False,True
hybrid_120,2017,8,8,10,2,0.10757940369898777,1.0,9,False,False,True
hybrid_120,2017,9,10,10,2,0.44670631625338264,1.0,9,False,True,False
hybrid_120,2017,10,11,13,1,0.4491233304470025,1.0,9,False,False,True
hybrid_120,2017,11,14,16,2,0.4883736957749829,1.0,9,False,False,True
hybrid_120,2017,12,10,14,2,0.46063004075904923,0.0,9,False,False,True
hybrid_120,2017,13,8,8,0,0.0,0.0,9,False,True,False
hybrid_120,2017,14,9,10,2,0.41184087449425566,0.0,9,False,False,True
hybrid_120,2017,15,2,6,1,0.9636985377100027,1.0,9,False,False,True
hybrid_120,2017,16,13,15,2,0.6135020608276492,1.0,9,False,False,True
hybrid_120,2017,17,11,8,2,0.7676191839950094,1.0,9,True,False,False
hybrid_120,2017,18,11,15,1,0.5183535476101371,0.0,9,False,False,True
hybrid_120,2017,19,4,6,2,0.41852202185639187,1.0,9,False,False,True
hybrid_120,2017,20,8,8,0,0.0,0.0,9,False,True,False
hybrid_120,2017,21,17,13,2,0.45128743790441794,1.0,9,True,False,False
hybrid_120,2017,22,18,21,1,0.08700962735391993,1.0,9,False,False,True
hybrid_120,2017,23,19,19,1,0.2559605775940963,0.0,9,False,True,False
hybrid_120,2017,24,4,8,1,0.08557550240482481,1.0,9,False,False,True
hybrid_120,2017,25,14,16,2,0.5528849412389044,0.0,9,False,False,True
hybrid_120,2017,26,17,17,0,0.0,0.0,9,False,True,False
hybrid_120,2017,27,11,8,1,0.18790942321268955,0.0,9,True,False,False
hybrid_120,2017,28,13,13,0,0.0,0.0,9,False,True,False
hybrid_120,2017,29,4,7,1,0.8417904479137822,0.0,9,False,False,True
hybrid_120,2017,30,19,15,2,0.5187502718478059,1.0,9,True,False,False
hybrid_120,2017,31,14,14,2,0.952801478902399,1.0,9,False,True,False
hybrid_120,2017,32,9,9,2,0.6970035226320139,1.0,9,False,True,False
hybrid_120,2017,33,12,12,2,0.9633821324492797,1.0,9,False,True,False
hybrid_120,2017,34,16,18,2,0.9815943171096208,1.0,9,False,False,True
hybrid_120,2018,1,10,8,1,0.29832074317820045,0.0,9,True,False,False
hybrid_120,2018,2,5,5,1,0.3010455365033312,0.0,9,False,True,False
hybrid_120,2018,3,16,15,2,0.7387818226654922,1.0,9,True,False,False
hybrid_120,2018,4,6,9,2,0.8424544678249385,1.0,9,False,False,True
hybrid_120,2018,5,10,17,2,0.6918068597064363,0.0,9,False,False,True
hybrid_120,2018,6,8,12,1,0.6656347498593682,1.0,9,False,False,True
hybrid_120,2018,7,8,10,2,0.6806652162438519,1.0,9,False,False,True
hybrid_120,2018,8,11,11,1,0.24289377074665586,1.0,9,False,True,False
hybrid_120,2018,9,6,6,0,0.0,0.0,9,False,True,False
hybrid_120,2018,10,7,11,2,0.9944889769827474,1.0,9,False,False,True
hybrid_120,2018,11,13,8,2,0.5474180011415425,0.0,9,True,False,False
hybrid_120,2018,12,10,12,2,0.9551981155685334,1.0,9,False,False,True
hybrid_120,2018,13,12,16,1,0.06165254109457985,1.0,9,False,False,True
hybrid_120,2018,14,10,16,2,0.7167793365375352,1.0,9,False,False,True
hybrid_120,2018,15,16,12,2,0.08955749814981973,1.0,9,True,False,False
hybrid_120,2018,16,11,8,1,0.2560657471224116,1.0,9,True,False,False
hybrid_120,2018,17,14,13,2,0.1849979157606586,1.0,9,True,False,False
hybrid_120,2018,18,15,12,2,0.6437719330447164,1.0,9,True,False,False
hybrid_120,2018,19,16,18,1,0.06896752528845929,0.0,9,False,False,True
hybrid_120,2018,20,6,4,2,0.5465991162533218,0.0,9,True,False,False
hybrid_120,2018,21,14,14,0,0.0,0.0,9,False,True,False
hybrid_120,2018,22,10,10,0,0.0,0.0,9,False,True,False
hybrid_120,2018,23,12,12,0,0.0,0.0,9,False,True,False
hybrid_120,2018,24,12,14,1,0.6623665953715009,1.0,9,False,False,True
hybrid_120,2018,25,17,17,0,0.0,0.0,9,False,True,False
hybrid_120,2018,26,15,15,0,0.0,0.0,9,False,True,False
hybrid_120,2018,27,14,14,0,0.0,0.0,9,False,True,False
hybrid_120,2018,28,11,11,2,0.6281243800161621,0.0,9,False,True,False
hybrid_120,2018,29,22,18,1,0.15069595562556137,1.0,9,True,False,False
hybrid_120,2018,30,18,18,0,0.0,0.0,9,False,True,False
hybrid_120,2018,31,2,4,1,0.9310577413175039,0.0,9,False,False,True
hybrid_120,2018,32,6,8,1,0.9486190084021231,0.0,9,False,False,True
hybrid_120,2018,33,2,4,1,0.5127128431458844,1.0,9,False,False,True
hybrid_120,2018,34,12,14,1,0.6614319874286616,1.0,9,False,False,True
hybrid_120,2019,1,13,15,1,0.4073844056228668,0.0,9,False,False,True
hybrid_120,2019,2,19,15,2,0.51003200405115,0.0,9,True,False,False
hybrid_120,2019,3,11,13,1,0.34440431436190133,1.0,9,False,False,True
hybrid_120,2019,4,8,12,2,0.9301019059723739,0.0,9,False,False,True
hybrid_120,2019,5,14,18,1,0.8161937469591467,0.0,9,False,False,True
hybrid_120,2019,6,7,11,1,0.2152594489160805,1.0,9,False,False,True
hybrid_120,2019,7,8,8,1,0.21266894935209502,0.0,9,False,True,False
hybrid_120,2019,8,3,7,2,0.9168400924179395,0.0,9,False,False,True
hybrid_120,2019,9,9,8,2,0.6880310921672683,0.0,9,True,False,False
hybrid_120,2019,10,15,9,2,0.6763915384797254,0.0,9,True,False,False
hybrid_120,2019,11,15,8,2,0.168134561549389,0.0,9,True,False,False
